site_id,facility_name,cupa,physical_address,total_evals,total_violations,latest_eval,years_since,seismic,has_ammonia,is_food,is_refinery,is_p3,is_p2,iiar9_gap,revalid_overdue,revalid_soon,reval_due_year,pre_epa2024,urgency_score,notes,recommended_pitch,pain_points
6761,Arctic Glacier Carson 496,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,8,3,2023-11-15,2.3,High,False,False,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 3 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
13207,BOWMAN PLATING CO INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2020-05-06,5.8,High,False,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-06 (5.8 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
36152,HERMETIC SEAL CORPORATION,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,1,2020-05-07,5.8,High,False,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-07 (5.8 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
36483,HILL BROTHERS CHEMICAL CO,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,12,6,2020-12-07,5.2,High,True,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-12-07 (5.2 yrs ago) | Significant violation history: 6 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
53733,OLIVENHAIN MWD AMMONIA FEED INJECTION FACILITY,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,5,4,2020-03-03,6.0,Medium,False,False,False,False,False,True,True,False,2025,False,10,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-03-03 (6.0 yrs ago) | Significant violation history: 4 violations on record
55438,"AIR PRODUCTS MANUFACTURING, LLC",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,10,2,2022-08-29,3.5,High,False,False,False,True,False,True,False,True,2027,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-08-29) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
72579,SUPERIOR PLATING & BUMPERS INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2020-05-12,5.8,High,False,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-12 (5.8 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
99466,BODYCOTE THERMAL PROCESSING (Benedict Way),Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,2,2019-11-20,6.3,High,False,False,False,False,False,True,True,False,2024,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2019-11-20 (6.3 yrs ago) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
106258,CITY OF PARAMOUNT WELL 14,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2021-02-08,5.1,High,False,False,False,False,False,True,True,False,2026,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-08 (5.1 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
116878,FLEUR DE LAIT WEST,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,11,3,2023-03-06,3.0,High,False,True,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 3 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
164782,Univar Solutions USA,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,2,2023-12-06,2.2,High,False,False,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
170763,City of Paramount Well 15,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2021-02-08,5.1,High,False,False,False,False,False,True,True,False,2026,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-08 (5.1 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
364597,"Inland Star Distribution Centers, Inc.",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,5,2,2019-07-18,6.6,High,False,False,False,False,False,True,True,False,2024,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2019-07-18 (6.6 yrs ago) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
370148,Aviation Repair Solutions,Long Beach Environmental Heath,VERIFY via CERS SiteID or EPA ECHO,3,1,2021-02-01,5.1,High,False,False,False,False,False,True,True,False,2026,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-01 (5.1 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
384071,A2Z PLATING CO INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2020-05-07,5.8,High,False,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-07 (5.8 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
384710,"VESI Pomona Energy Storage, Inc.",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2020-05-19,5.8,High,False,False,False,False,False,True,True,False,2025,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-19 (5.8 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
387815,BEVERLY HILLS WATER TREATMENT,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2021-02-04,5.1,High,True,False,False,False,False,True,True,False,2026,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-04 (5.1 yrs ago) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
388596,CACIQUE INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,10,3,2023-11-16,2.3,High,True,True,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 3 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
401054,S & S FOODS LLC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,13,4,2023-09-07,2.5,High,False,False,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
402670,SPECTROLAB INC,Los Angeles City Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,2,2023-10-31,2.3,High,False,False,False,True,False,True,False,False,2028,True,10,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
407611,WESTERN POWER AND STEAM II LLC,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,10,4,2024-04-08,1.9,Medium,True,False,False,True,False,True,False,False,2029,True,10,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Significant violation history: 4 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
412327,SOCWA- RTP,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,5,0,2016-03-14,10.0,Medium,False,False,False,True,False,True,True,False,2021,True,10,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2016-03-14 (10.0 yrs ago) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Program 3 confirmed: STAA + enhanced third-party audits mandatory
944611,SERRF,Long Beach Environmental Heath,VERIFY via CERS SiteID or EPA ECHO,4,3,2021-02-01,5.1,High,True,False,True,False,True,True,True,False,2026,False,10,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-01 (5.1 yrs ago) | Prior violation history: 3 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
561,"Cargill Food Distribution, Norwalk",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,12,4,2022-07-27,3.6,High,False,False,False,False,False,True,False,True,2027,False,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-07-27) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
5501,"AMERICOLD LOGISTICS, LLC",San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,1,2023-02-24,3.0,Medium,False,False,False,True,False,True,False,False,2028,True,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 1 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
27972,Electrolurgy Inc,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,14,2,2020-06-17,5.7,Medium,False,False,False,False,False,True,True,False,2025,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-06-17 (5.7 yrs ago) | Prior violation history: 2 violations on record
45074,"LOS ANGELES REFINERY, NORTH AREA TANK FARM",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,3,0,2023-04-27,2.9,High,False,False,False,True,False,True,False,False,2028,True,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
56276,PERFORMANCE FOOD GROUP CDC,Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,8,2,2023-07-17,2.6,Medium,True,True,False,True,True,True,False,False,2028,True,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 2 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
78693,"UNIBRIGHT FOODS,  INC",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,5,2022-06-23,3.7,High,False,False,False,False,False,True,False,True,2027,False,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-06-23) | Significant violation history: 5 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
104708,"SPS Technologies, LLC",Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,20,2,2020-10-06,5.4,Medium,False,False,False,False,False,True,True,False,2025,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-10-06 (5.4 yrs ago) | Prior violation history: 2 violations on record
104868,Chevron Products Company,El Segundo City Fire Department,VERIFY via CERS SiteID or EPA ECHO,11,1,2023-11-30,2.3,Low,False,False,True,True,False,True,False,False,2028,True,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 1 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
142081,PCC ROLLMET INC,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,21,1,2021-01-15,5.1,Medium,False,False,False,False,False,True,True,False,2026,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-01-15 (5.1 yrs ago) | Prior violation history: 1 violations on record
148959,RH Cemetery Corp,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,0,2020-05-05,5.8,High,False,False,False,False,False,True,True,False,2025,False,9,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-05 (5.8 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
277812,City of Huntington Beach Utilities Yard,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,11,0,2022-07-27,3.6,Medium,False,False,False,True,False,True,False,True,2027,True,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-07-27) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Program 3 confirmed: STAA + enhanced third-party audits mandatory
385251,"ANOLUME, LLC",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,0,2020-05-11,5.8,High,False,False,False,False,False,True,True,False,2025,False,9,[],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2020-05-11 (5.8 yrs ago) | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
396711,"Long Beach Utilities Dept-Groundwater Treatment Plant, (Site WD-1)",Long Beach Environmental Heath,VERIFY via CERS SiteID or EPA ECHO,9,4,2025-02-13,1.1,High,True,False,False,True,True,True,False,False,2030,False,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
399548,"PHILLIPS 66 COMPANY, SANTA MARIA FACILITY",San Luis Obispo County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,16,2,2023-07-17,2.6,Low,False,False,True,True,False,True,False,False,2028,True,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 2 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
400687,Richard A. Reynolds Desalination Facility,San Diego County Department of Env Health,VERIFY via CERS SiteID or EPA ECHO,4,1,2019-08-19,6.5,Medium,False,False,False,False,False,True,True,False,2024,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2019-08-19 (6.5 yrs ago) | Prior violation history: 1 violations on record
403656,TESORO REFINING AND MARKETING CO,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,4,0,2024-02-15,2.0,High,False,False,False,True,False,True,False,False,2029,True,9,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
408647,Dyer Road Wellfield Initial Disinfection Facility,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,7,1,2017-06-05,8.7,Medium,False,False,False,False,False,True,True,False,2022,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2017-06-05 (8.7 yrs ago) | Prior violation history: 1 violations on record
410900,CARGILL,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,15,1,2023-10-30,2.3,Medium,True,True,False,True,False,True,False,False,2028,True,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Prior violation history: 1 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
626394,D'Arrigo Brothers Company of California(Brawley),Imperial CUPA - DTSC,VERIFY via CERS SiteID or EPA ECHO,3,2,2021-02-09,5.1,Medium,False,False,False,False,False,True,True,False,2026,False,9,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2021-02-09 (5.1 yrs ago) | Prior violation history: 2 violations on record
4616,"Bakersfield Renewable Fuels, LLC",Kern County Env Health Services Department,VERIFY via CERS SiteID or EPA ECHO,21,4,2025-03-31,0.9,Medium,False,False,True,True,False,True,False,False,2030,False,8,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | Program 3 confirmed: STAA + enhanced third-party audits mandatory
5762,ANAPLEX CORPORATION,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,5,2,2022-08-31,3.5,High,False,False,False,False,False,True,False,True,2027,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-08-31) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
10187,Avenue Water Treatment Plant,Ventura City Fire Department,VERIFY via CERS SiteID or EPA ECHO,10,1,2024-10-29,1.3,High,True,False,False,True,False,True,False,False,2029,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
10656,Bailey Water Treatment Plant,Ventura City Fire Department,VERIFY via CERS SiteID or EPA ECHO,8,1,2024-10-29,1.3,High,True,False,False,True,False,True,False,False,2029,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
16990,"SCV WATER - E.G. ""Jerry"" Gladbach Water Treatment Plant",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,12,3,2025-01-31,1.1,High,True,False,False,True,True,True,False,False,2030,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 3 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
21413,BOA Logistics LLC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,16,4,2025-05-23,0.8,High,True,True,False,False,False,True,False,False,2030,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
22173,Wm. B. Temple Treatment Plant #1,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,9,2,2022-08-09,3.6,High,False,False,False,False,False,True,False,True,2027,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-08-09) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
42155,KRYLER CORP,Orange County Environmental Health,VERIFY via CERS SiteID or EPA ECHO,4,0,2015-06-30,10.7,Medium,False,False,False,False,False,True,True,False,2020,False,8,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Gap Analysis + RMP Revalidation Package,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation OVERDUE: Last eval 2015-06-30 (10.7 yrs ago)
48211,"METAL SURFACES INTERNATIONAL, LLC",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,5,2,2022-03-25,3.9,High,False,False,False,False,False,True,False,True,2027,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-03-25) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
65228,SAPUTO CHEESE USA INC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,2,2024-06-17,1.7,High,False,True,False,True,False,True,False,False,2029,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required | Program 3 confirmed: STAA + enhanced third-party audits mandatory
68580,"PSIF Smithway, L.P.",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,15,5,2023-07-24,2.6,High,True,False,False,False,False,True,False,False,2028,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 5 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
68864,ECO SERVICES OPERATIONS CORP,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,1,2022-03-17,4.0,High,False,False,False,False,False,True,False,True,2027,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-03-17) | Prior violation history: 1 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
79390,"US FOODS, Inc.",Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,14,4,2025-05-29,0.8,High,False,True,False,False,False,True,False,False,2030,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
80034,VALLEY WATER CO,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,7,4,2023-09-15,2.5,High,False,False,False,False,False,True,False,False,2028,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
88442,32 Cold LLC,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,16,4,2024-01-02,2.2,High,False,False,False,False,False,True,False,False,2029,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | Significant violation history: 4 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
89467,ACCURATE STEEL TREATING,Los Angeles County Fire Department,VERIFY via CERS SiteID or EPA ECHO,6,2,2022-07-15,3.6,High,False,False,False,False,False,True,False,True,2027,False,8,[],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | RMP Revalidation DUE 2027: Plan now (2022-07-15) | Prior violation history: 2 violations on record | High seismic zone: IIAR 9 Section 6.6 bracing documentation required
90167,AGUA DE LEJOS TRTMNT PLNT,San Bernardino County Fire Department,VERIFY via CERS SiteID or EPA ECHO,5,0,2023-04-14,2.9,Medium,False,False,False,True,True,True,False,False,2028,True,8,['Medium seismic zone: Verify IIAR 9 seismic bracing compliance'],IIAR 9 MI Program Development,IIAR 9 MI Program: No evidence of update (Jan 2026 deadline passed) | EPA 2024 RMP Rule: Third-party audit + STAA requirements unaddressed | Program 3 confirmed: STAA + enhanced third-party audits mandatory
